27,5527358.0
28,2988762.0
29,6090062.0
30,1041732.0
31,1904760.0
32,2922849.0
33,1343622.0
34,8881845.0
35,2092434.0
36,19618453.0
37,10155624.0
38,752201.0
39,11641879.0
40,3918137.0
41,4081943.0
42,12791181.0
44,1056611.0
45,4955925.0
46,864289.0
47,6651089.0
48,27885195.0
49,3045350.0
50,624977.0
51,8413774.0
54,1829054.0
53,7294336.0
55,5778394.0
56,581836.0
72,3386941.0
1,4864680.0
2,738516.0
4,6946685.0
5,2990671.0
6,39148760.0
8,5531141.0
9,3581504.0
10,949495.0
11,684498.0
12,20598139.0
13,10297484.0
16,1687809.0
15,1422029.0
17,12821497.0
18,6637426.0
19,3132499.0
20,2908776.0
21,4440204.0
22,4663616.0
23,1332813.0
24,6003435.0
25,6830193.0
26,9957488.0
1001,55200.0
1003,208107.0
1005,25782.0
1007,22527.0
1009,57645.0
1011,10352.0
1013,20025.0
1015,115098.0
1017,33826.0
1019,25853.0
1021,43930.0
1023,13075.0
1025,24387.0
1027,13378.0
1029,14938.0
1031,51288.0
1033,54495.0
1035,12514.0
1037,10855.0
1039,37351.0
1041,13865.0
1043,82313.0
1045,49255.0
1047,40029.0
1049,71200.0
1051,81212.0
1053,37328.0
1055,102939.0
1057,16585.0
1059,31542.0
1061,26491.0
1063,8426.0
1065,14887.0
1067,17124.0
1069,104352.0
1071,52094.0
1073,659892.0
1075,13933.0
1077,92585.0
1079,33171.0
1081,159287.0
1083,93052.0
1085,10236.0
1087,19054.0
1089,357560.0
1091,19538.0
1093,29965.0
1095,95145.0
1097,414659.0
1099,21512.0
1101,226941.0
1103,119122.0
1105,9486.0
1107,20298.0
1109,33403.0
1111,22574.0
1113,58213.0
1115,87306.0
1117,211261.0
1119,12985.0
1121,80565.0
1123,40636.0
1125,206213.0
1127,64493.0
1129,16643.0
1131,10809.0
1133,23875.0
2013,3425.0
2016,5750.0
2020,296112.0
2050,18040.0
2070,4975.0
2090,99653.0
2100,2518.0
2105,2132.0
2110,32330.0
2122,58220.0
2130,13804.0
2150,13649.0
2158,8198.0
2170,103464.0
2180,9925.0
2185,9797.0
2188,7734.0
2195,3255.0
2198,6474.0
2220,8738.0
2240,6876.0
2261,9301.0
2275,2484.0
2290,5415.0
4001,71522.0
4003,126279.0
4005,140217.0
4007,53400.0
4009,37879.0
4011,9504.0
4012,20701.0
4013,4253913.0
4015,206064.0
4017,108705.0
4019,1019722.0
4021,419721.0
4023,46584.0
4025,224645.0
4027,207829.0
5001,18124.0
5003,20537.0
5005,41219.0
5007,258980.0
5009,37288.0
5011,10948.0
5013,5202.0
5015,27887.0
5017,10826.0
5019,22385.0
5021,15061.0
5023,25230.0
5025,8226.0
5027,23892.0
5029,20906.0
5031,105701.0
5033,62472.0
5035,49013.0
5037,16998.0
5039,7432.0
5041,11887.0
5043,18502.0
5045,122416.0
5047,17780.0
5049,12139.0
5051,98296.0
5053,18086.0
5055,44623.0
5057,22018.0
5059,33520.0
5061,13389.0
5063,37264.0
5065,13559.0
5067,17225.0
5069,70424.0
5071,26291.0
5073,6915.0
5075,16669.0
5077,9398.0
5079,13695.0
5081,12417.0
5083,21757.0
5085,72206.0
5087,16076.0
5089,16438.0
5091,43759.0
5093,42831.0
5095,7249.0
5097,8993.0
5099,8440.0
5101,7848.0
5103,24106.0
5105,10322.0
5107,19034.0
5109,10808.0
5111,24054.0
5113,20163.0
5115,63644.0
5117,8244.0
5119,393463.0
5121,17603.0
5123,26294.0
5125,118009.0
5127,10442.0
5129,7923.0
5131,127461.0
5133,17193.0
5135,17043.0
5137,12446.0
5139,39732.0
5141,16684.0
5143,228529.0
5145,78804.0
5147,6660.0
5149,21573.0
6001,1643700.0
6005,37829.0
6007,227075.0
6009,45235.0
6011,21464.0
6013,1133247.0
6015,27424.0
6017,186661.0
6019,978130.0
6021,27897.0
6023,135768.0
6025,180216.0
6027,18085.0
6029,883053.0
6031,150075.0
6033,64148.0
6035,31185.0
6037,10098052.0
6039,155013.0
6041,260295.0
6043,17540.0
6045,87422.0
6047,269075.0
6049,8938.0
6051,14174.0
6053,433212.0
6055,140530.0
6057,99092.0
6059,3164182.0
6061,380077.0
6063,18699.0
6065,2383286.0
6067,1510023.0
6069,59416.0
6071,2135413.0
6073,3302833.0
6075,870044.0
6077,732212.0
6079,281455.0
6081,765935.0
6083,443738.0
6085,1922200.0
6087,273765.0
6089,179085.0
6093,43540.0
6095,438530.0
6097,501317.0
6099,539301.0
6101,95872.0
6103,63373.0
6105,12862.0
6107,460477.0
6109,53932.0
6111,848112.0
6113,214977.0
6115,75493.0
8001,497115.0
8003,16444.0
8005,636671.0
8007,12908.0
8009,3563.0
8011,5809.0
8013,321030.0
8014,66120.0
8015,19164.0
8019,9379.0
8021,8142.0
